"alpha1","alpha2","alpha3","beta1","beta2","beta3"
2.96472534476511,-1.61803398874989,3.80422606518061,-2.25033320889138,0.902113032590307,2.01856303259031
2.96519070629553,-1.49737977432971,3.87433264451452,-2.25033320889138,0.937166322257262,2.03001632225726
2.96555053022182,-1.37476262917145,3.92914900291475,-2.25033320889138,0.964574501457377,2.03462450145738
2.96580640935385,-1.25066646712861,3.96845880525791,-2.25033320889138,0.984229402628956,2.03227940262896
2.96595948161048,-1.12558103905863,3.99210691371309,-2.25033320889138,0.996053456856543,2.02290345685654
2.96601042982167,-1,4,-2.25033320889138,1,2.00645
2.96595948161048,-0.874418960941373,3.99210691371309,-2.25033320889138,0.996053456856543,1.98290345685654
2.96580640935385,-0.749333532871391,3.96845880525791,-2.25033320889138,0.984229402628956,1.95227940262896
2.96555053022182,-0.62523737082855,3.92914900291475,-2.25033320889138,0.964574501457377,1.91462450145738
2.96519070629553,-0.50262022567029,3.87433264451452,-2.25033320889138,0.937166322257262,1.87001632225726
2.96472534476511,-0.381966011250105,3.80422606518061,-2.25033320889138,0.902113032590307,1.81856303259031
2.96415239820979,-0.263750894630643,3.71910594355301,-2.25033320889138,0.859552971776503,1.7604029717765
2.96346936496279,-0.148441416869854,3.61930820986408,-2.25033320889138,0.809654104932039,1.69570410493204
2.96267328956476,-0.03649265179657,3.50522672017545,-2.25033320889138,0.752613360087727,1.62466336008773
2.96176076331034,0.0716535899579929,3.37731170200806,-2.25033320889138,0.68865585100403,1.54750585100403
2.96072792489297,0.175570504584946,3.23606797749979,-2.25033320889138,0.618033988749895,1.46448398874989
2.95957046115415,0.274847979497379,3.08205297110316,-2.25033320889138,0.541026485551579,1.37587648555158
2.95828360794401,0.369094211857377,2.91587450968565,-2.25033320889138,0.457937254842823,1.28198725484282
2.95686215110087,0.457937254842823,2.73818842371475,-2.25033320889138,0.369094211857377,1.18314421185738
2.95530042755845,0.541026485551579,2.54969595899476,-2.25033320889138,0.274847979497379,1.07969797949738
2.95359232658974,0.618033988749895,2.35114100916989,-2.25033320889138,0.175570504584946,0.972020504584946
2.95173129119794,0.68865585100403,2.14330717991599,-2.25033320889138,0.0716535899579933,0.860503589957993
2.94971031966514,0.752613360087727,1.92701469640686,-2.25033320889138,-0.0364926517965696,0.74555734820343
2.94752196727055,0.809654104932039,1.70311716626029,-2.25033320889138,-0.148441416869855,0.627608583130145
2.94515834819059,0.859552971776503,1.47249821073871,-2.25033320889138,-0.263750894630645,0.507099105369355
2.94261113759419,0.902113032590307,1.23606797749979,-2.25033320889138,-0.381966011250106,0.384483988749894
2.93987157394717,0.937166322257262,0.99475954865942,-2.25033320889138,-0.50262022567029,0.26022977432971
2.93693046154059,0.964574501457377,0.7495252583429,-2.25033320889138,-0.62523737082855,0.13481262917145
2.93377817325835,0.984229402628956,0.501332934257218,-2.25033320889138,-0.749333532871391,0.00871646712860885
2.93040465360043,0.996053456856543,0.251162078117254,-2.25033320889138,-0.874418960941373,-0.117568960941373
2.92679942197867,1,2.44929359829471e-16,-2.25033320889138,-1,-0.24355
2.92295157630277,0.996053456856543,-0.251162078117254,-2.25033320889138,-1.12558103905863,-0.368731039058627
2.92250685955367,-2.93716632225726,-0.994759548659419,-2.50742208410481,-1.49737977432971,0.37113272567029
2.92681338889572,-2.96457450145738,-0.749525258342899,-2.50742208410481,-1.37476262917145,0.450949870828551
2.93085350866159,-2.98422940262896,-0.501332934257217,-2.50742208410481,-1.25066646712861,0.533046032871391
2.93463942479939,-2.99605345685654,-0.251162078117254,-2.50742208410481,-1.12558103905863,0.616931460941373
2.93818292994851,-3,2.44929359829471e-16,-2.50742208410481,-1,0.7021125
2.94149539910628,-2.99605345685654,0.251162078117254,-2.50742208410481,-0.874418960941373,0.788093539058627
2.94458778563409,-2.98422940262896,0.501332934257218,-2.50742208410481,-0.749333532871391,0.874378967128609
2.94747061758288,-2.96457450145738,0.7495252583429,-2.50742208410481,-0.62523737082855,0.96047512917145
2.95015399431897,-2.93716632225726,0.994759548659419,-2.50742208410481,-0.502620225670291,1.04589227432971
