"uu","vv"
1.835,-0.86
1.835,-0.84
1.835,-0.82
1.835,-0.8
1.835,-0.78
1.835,-0.76
1.835,-0.74
1.835,-0.72
1.835,-0.7
1.835,-0.68
1.835,-0.66
1.835,-0.64
1.835,-0.62
1.835,-0.6
1.835,-0.58
1.835,-0.56
1.835,-0.54
1.835,-0.52
1.835,-0.5
1.835,-0.48
1.835,-0.46
1.835,-0.44
1.835,-0.42
1.835,-0.4
1.835,-0.38
1.835,-0.36
1.835,-0.34
1.835,-0.32
1.835,-0.3
1.835,-0.28
1.835,-0.26
1.835,-0.24
1.835,-0.22
1.835,-0.2
1.835,-0.18
1.835,-0.16
1.835,-0.14
1.835,-0.12
1.835,-0.1
1.835,0.1
1.835,0.12
1.835,0.14
1.835,0.16
1.835,0.18
1.835,0.2
1.835,0.22
1.835,0.24
1.835,0.26
1.835,0.28
1.835,0.3
1.835,0.32
1.835,0.34
1.835,0.36
1.835,0.38
1.835,0.4
1.835,0.42
1.835,0.44
1.835,0.46
1.835,0.48
1.835,0.5
1.835,0.52
1.835,0.54
1.835,0.56
1.835,0.58
1.835,0.6
1.835,0.62
1.835,0.64
1.835,0.66
1.835,0.68
1.835,0.7
1.835,0.72
1.835,0.74
1.835,0.76
1.835,0.78
1.835,0.8
1.835,0.82
1.835,0.84
1.835,0.86
1.835,0.88
1.88,-0.9
1.88,-0.88
1.88,-0.86
1.88,-0.84
1.88,-0.82
1.88,-0.8
1.88,-0.78
1.88,-0.76
1.88,-0.74
1.88,-0.72
1.88,-0.7
1.88,-0.68
1.88,-0.66
1.88,-0.64
1.88,-0.62
1.88,-0.6
1.88,-0.58
1.88,-0.56
1.88,-0.54
1.88,-0.52
1.88,-0.5
1.88,-0.48
1.88,-0.46
1.88,-0.44
1.88,-0.42
1.88,-0.4
1.88,-0.38
1.88,-0.36
1.88,-0.34
1.88,-0.32
1.88,-0.3
1.88,-0.28
1.88,-0.26
1.88,-0.24
1.88,-0.22
1.88,-0.2
1.88,-0.18
1.88,-0.16
1.88,-0.14
1.88,-0.12
1.88,-0.1
1.88,0.1
1.88,0.12
1.88,0.14
1.88,0.16
1.88,0.18
1.88,0.2
1.88,0.22
1.88,0.24
1.88,0.26
1.88,0.28
1.88,0.3
1.88,0.32
1.88,0.34
1.88,0.36
1.88,0.38
1.88,0.4
1.88,0.42
1.88,0.44
1.88,0.46
1.88,0.48
1.88,0.5
1.88,0.52
1.88,0.54
1.88,0.56
1.88,0.58
1.88,0.6
1.88,0.62
1.88,0.64
1.88,0.66
1.88,0.68
1.88,0.7
1.88,0.72
1.88,0.74
1.88,0.76
1.88,0.78
1.88,0.8
1.88,0.82
1.88,0.84
1.88,0.86
1.88,0.88
1.925,-0.9
1.925,-0.88
1.925,-0.86
1.925,-0.84
1.925,-0.82
1.925,-0.8
1.925,-0.78
1.925,-0.76
1.925,-0.74
1.925,-0.72
1.925,-0.7
1.925,-0.68
1.925,-0.66
1.925,-0.64
1.925,-0.62
1.925,-0.6
1.925,-0.58
1.925,-0.56
1.925,-0.54
1.925,-0.52
1.925,-0.5
1.925,-0.48
1.925,-0.46
1.925,-0.44
1.925,-0.42
1.925,-0.4
1.925,-0.38
1.925,-0.36
1.925,-0.34
1.925,-0.32
1.925,-0.3
1.925,-0.28
1.925,-0.26
1.925,-0.24
1.925,-0.22
1.925,-0.2
1.925,-0.18
1.925,-0.16
1.925,-0.14
1.925,-0.12
1.925,-0.1
1.925,0.1
1.925,0.12
1.925,0.14
1.925,0.16
1.925,0.18
1.925,0.2
1.925,0.22
1.925,0.24
1.925,0.26
1.925,0.28
1.925,0.3
1.925,0.32
1.925,0.34
1.925,0.36
1.925,0.38
1.925,0.4
1.925,0.42
1.925,0.44
1.925,0.46
1.925,0.48
1.925,0.5
1.925,0.52
1.925,0.54
1.925,0.56
1.925,0.58
1.925,0.6
1.925,0.62
1.925,0.64
1.925,0.66
1.925,0.68
1.925,0.7
1.925,0.72
1.925,0.74
1.925,0.76
1.925,0.78
1.925,0.8
1.925,0.82
1.925,0.84
1.925,0.86
1.925,0.88
1.97,-0.9
1.97,-0.88
1.97,-0.86
1.97,-0.84
1.97,-0.82
1.97,-0.8
1.97,-0.78
1.97,-0.76
1.97,-0.74
1.97,-0.72
1.97,-0.7
1.97,-0.68
1.97,-0.66
1.97,-0.64
1.97,-0.62
1.97,-0.6
1.97,-0.58
1.97,-0.56
1.97,-0.54
1.97,-0.52
1.97,-0.5
1.97,-0.48
1.97,-0.46
1.97,-0.44
1.97,-0.42
1.97,-0.4
1.97,-0.38
1.97,-0.36
1.97,-0.34
1.97,-0.32
1.97,-0.3
1.97,-0.28
1.97,-0.26
1.97,-0.24
1.97,-0.22
1.97,-0.2
1.97,-0.18
1.97,-0.16
1.97,-0.14
1.97,-0.12
1.97,-0.1
1.97,0.1
1.97,0.12
1.97,0.14
1.97,0.16
1.97,0.18
1.97,0.2
1.97,0.22
1.97,0.24
1.97,0.26
1.97,0.28
1.97,0.3
1.97,0.32
1.97,0.34
1.97,0.36
1.97,0.38
1.97,0.4
1.97,0.42
1.97,0.44
1.97,0.46
1.97,0.48
1.97,0.5
1.97,0.52
1.97,0.54
1.97,0.56
1.97,0.58
1.97,0.6
1.97,0.62
1.97,0.64
1.97,0.66
1.97,0.68
1.97,0.7
1.97,0.72
1.97,0.74
1.97,0.76
1.97,0.78
1.97,0.8
1.97,0.82
1.97,0.84
1.97,0.86
1.97,0.88
2.015,-0.9
2.015,-0.88
2.015,-0.86
2.015,-0.84
2.015,-0.82
2.015,-0.8
2.015,-0.78
2.015,-0.76
2.015,-0.74
2.015,-0.72
2.015,-0.7
2.015,-0.68
2.015,-0.66
2.015,-0.64
2.015,-0.62
2.015,-0.6
2.015,-0.58
2.015,-0.56
2.015,-0.54
2.015,-0.52
2.015,-0.5
2.015,-0.48
2.015,-0.46
2.015,-0.44
2.015,-0.42
2.015,-0.4
2.015,-0.38
2.015,-0.36
2.015,-0.34
2.015,-0.32
2.015,-0.3
2.015,-0.28
2.015,-0.26
2.015,-0.24
2.015,-0.22
2.015,-0.2
2.015,-0.18
2.015,-0.16
2.015,-0.14
2.015,-0.12
2.015,-0.1
2.015,0.1
2.015,0.12
2.015,0.14
2.015,0.16
2.015,0.18
2.015,0.2
2.015,0.22
2.015,0.24
2.015,0.26
2.015,0.28
2.015,0.3
2.015,0.32
2.015,0.34
2.015,0.36
2.015,0.38
2.015,0.4
2.015,0.42
2.015,0.44
2.015,0.46
2.015,0.48
2.015,0.5
2.015,0.52
2.015,0.54
2.015,0.56
2.015,0.58
2.015,0.6
2.015,0.62
2.015,0.64
2.015,0.66
2.015,0.68
2.015,0.7
2.015,0.72
2.015,0.74
2.015,0.76
2.015,0.78
2.015,0.8
2.015,0.82
2.015,0.84
2.015,0.86
2.015,0.88
2.06,-0.9
2.06,-0.88
2.06,-0.86
2.06,-0.84
2.06,-0.82
2.06,-0.8
2.06,-0.78
2.06,-0.76
2.06,-0.74
2.06,-0.72
2.06,-0.7
2.06,-0.68
2.06,-0.66
2.06,-0.64
2.06,-0.62
2.06,-0.6
2.06,-0.58
2.06,-0.56
2.06,-0.54
2.06,-0.52
2.06,-0.5
2.06,-0.48
2.06,-0.46
2.06,-0.44
2.06,-0.42
2.06,-0.4
2.06,-0.38
2.06,-0.36
2.06,-0.34
2.06,-0.32
2.06,-0.3
2.06,-0.28
2.06,-0.26
2.06,-0.24
2.06,-0.22
2.06,-0.2
2.06,-0.18
2.06,-0.16
2.06,-0.14
2.06,-0.12
2.06,-0.1
2.06,0.1
2.06,0.12
2.06,0.14
2.06,0.16
2.06,0.18
2.06,0.2
2.06,0.22
2.06,0.24
2.06,0.26
2.06,0.28
2.06,0.3
2.06,0.32
2.06,0.34
2.06,0.36
2.06,0.38
2.06,0.4
2.06,0.42
2.06,0.44
2.06,0.46
2.06,0.48
2.06,0.5
2.06,0.52
2.06,0.54
2.06,0.56
2.06,0.58
2.06,0.6
2.06,0.62
2.06,0.64
2.06,0.66
2.06,0.68
2.06,0.7
2.06,0.72
2.06,0.74
2.06,0.76
2.06,0.78
2.06,0.8
2.06,0.82
2.06,0.84
2.06,0.86
2.06,0.88
2.105,-0.9
2.105,-0.88
2.105,-0.86
2.105,-0.84
2.105,-0.82
2.105,-0.8
2.105,-0.78
2.105,-0.76
2.105,-0.74
2.105,-0.72
2.105,-0.7
2.105,-0.68
2.105,-0.66
2.105,-0.64
2.105,-0.62
2.105,-0.6
2.105,-0.58
2.105,-0.56
2.105,-0.54
2.105,-0.52
2.105,-0.5
2.105,-0.48
2.105,-0.46
2.105,-0.44
2.105,-0.42
2.105,-0.4
2.105,-0.38
2.105,-0.36
2.105,-0.34
2.105,-0.32
2.105,-0.3
2.105,-0.28
2.105,-0.26
2.105,-0.24
2.105,-0.22
2.105,-0.2
2.105,-0.18
2.105,-0.16
2.105,-0.14
2.105,-0.12
2.105,-0.1
2.105,0.1
2.105,0.12
2.105,0.14
2.105,0.16
2.105,0.18
2.105,0.2
2.105,0.22
2.105,0.24
2.105,0.26
2.105,0.28
2.105,0.3
2.105,0.32
2.105,0.34
2.105,0.36
2.105,0.38
2.105,0.4
2.105,0.42
2.105,0.44
2.105,0.46
2.105,0.48
2.105,0.5
2.105,0.52
2.105,0.54
2.105,0.56
2.105,0.58
2.105,0.6
2.105,0.62
2.105,0.64
2.105,0.66
2.105,0.68
2.105,0.7
2.105,0.72
2.105,0.74
2.105,0.76
2.105,0.78
2.105,0.8
2.105,0.82
2.105,0.84
2.105,0.86
2.105,0.88
2.15,-0.9
2.15,-0.88
2.15,-0.86
2.15,-0.84
2.15,-0.82
2.15,-0.8
2.15,-0.78
2.15,-0.76
2.15,-0.74
2.15,-0.72
2.15,-0.7
2.15,-0.68
2.15,-0.66
2.15,-0.64
2.15,-0.62
2.15,-0.6
2.15,-0.58
2.15,-0.56
2.15,-0.54
2.15,-0.52
2.15,-0.5
2.15,-0.48
2.15,-0.46
2.15,-0.44
2.15,-0.42
2.15,-0.4
2.15,-0.38
2.15,-0.36
2.15,-0.34
2.15,-0.32
2.15,-0.3
2.15,-0.28
2.15,-0.26
2.15,-0.24
2.15,-0.22
2.15,-0.2
2.15,-0.18
2.15,-0.16
2.15,-0.14
2.15,-0.12
2.15,-0.1
2.15,0.1
2.15,0.12
2.15,0.14
2.15,0.16
2.15,0.18
2.15,0.2
2.15,0.22
2.15,0.24
2.15,0.26
2.15,0.28
2.15,0.3
2.15,0.32
2.15,0.34
2.15,0.36
2.15,0.38
2.15,0.4
2.15,0.42
2.15,0.44
2.15,0.46
2.15,0.48
2.15,0.5
2.15,0.52
2.15,0.54
2.15,0.56
2.15,0.58
2.15,0.6
2.15,0.62
2.15,0.64
2.15,0.66
2.15,0.68
2.15,0.7
2.15,0.72
2.15,0.74
2.15,0.76
2.15,0.78
2.15,0.8
2.15,0.82
2.15,0.84
2.15,0.86
2.15,0.88
2.195,-0.9
2.195,-0.88
2.195,-0.86
2.195,-0.84
2.195,-0.82
2.195,-0.8
2.195,-0.78
2.195,-0.76
2.195,-0.74
2.195,-0.72
2.195,-0.7
2.195,-0.68
2.195,-0.66
2.195,-0.64
2.195,-0.62
2.195,-0.6
2.195,-0.58
2.195,-0.56
2.195,-0.54
2.195,-0.52
2.195,-0.5
2.195,-0.48
2.195,-0.46
2.195,-0.44
2.195,-0.42
2.195,-0.4
2.195,-0.38
2.195,-0.36
2.195,-0.34
2.195,-0.32
2.195,-0.3
2.195,-0.28
2.195,-0.26
2.195,-0.24
2.195,-0.22
2.195,-0.2
2.195,-0.18
2.195,-0.16
2.195,-0.14
2.195,-0.12
2.195,-0.1
2.195,0.1
2.195,0.12
2.195,0.14
2.195,0.16
2.195,0.18
2.195,0.2
2.195,0.22
2.195,0.24
2.195,0.26
2.195,0.28
2.195,0.3
2.195,0.32
2.195,0.34
2.195,0.36
2.195,0.38
2.195,0.4
2.195,0.42
2.195,0.44
2.195,0.46
2.195,0.48
2.195,0.5
2.195,0.52
2.195,0.54
2.195,0.56
2.195,0.58
2.195,0.6
2.195,0.62
2.195,0.64
2.195,0.66
2.195,0.68
2.195,0.7
2.195,0.72
2.195,0.74
2.195,0.76
2.195,0.78
2.195,0.8
2.195,0.82
2.195,0.84
2.195,0.86
2.195,0.88
2.24,-0.9
2.24,-0.88
2.24,-0.86
2.24,-0.84
2.24,-0.82
2.24,-0.8
2.24,-0.78
2.24,-0.76
2.24,-0.74
2.24,-0.72
2.24,-0.7
2.24,-0.68
2.24,-0.66
2.24,-0.64
2.24,-0.62
2.24,-0.6
2.24,-0.58
2.24,-0.56
2.24,-0.54
2.24,-0.52
2.24,-0.5
2.24,-0.48
2.24,-0.46
2.24,-0.44
2.24,-0.42
2.24,-0.4
2.24,-0.38
2.24,-0.36
2.24,-0.34
2.24,-0.32
2.24,-0.3
2.24,-0.28
2.24,-0.26
2.24,-0.24
2.24,-0.22
2.24,-0.2
2.24,-0.18
2.24,-0.16
2.24,-0.14
2.24,-0.12
2.24,-0.1
2.24,0.1
2.24,0.12
2.24,0.14
2.24,0.16
2.24,0.18
2.24,0.2
2.24,0.22
2.24,0.24
2.24,0.26
2.24,0.28
2.24,0.3
2.24,0.32
2.24,0.34
2.24,0.36
2.24,0.38
2.24,0.4
2.24,0.42
2.24,0.44
2.24,0.46
2.24,0.48
2.24,0.5
2.24,0.52
2.24,0.54
2.24,0.56
2.24,0.58
2.24,0.6
2.24,0.62
2.24,0.64
2.24,0.66
2.24,0.68
2.24,0.7
2.24,0.72
2.24,0.74
2.24,0.76
2.24,0.78
2.24,0.8
2.24,0.82
2.24,0.84
2.24,0.86
2.24,0.88
2.285,-0.9
2.285,-0.88
2.285,-0.86
2.285,-0.84
2.285,-0.82
2.285,-0.8
2.285,-0.78
2.285,-0.76
2.285,-0.74
2.285,-0.72
2.285,-0.7
2.285,-0.68
2.285,-0.66
2.285,-0.64
2.285,-0.62
2.285,-0.6
2.285,-0.58
2.285,-0.56
2.285,-0.54
2.285,-0.52
2.285,-0.5
2.285,-0.48
2.285,-0.46
2.285,-0.44
2.285,-0.42
2.285,-0.4
2.285,-0.38
2.285,-0.36
2.285,-0.34
2.285,-0.32
2.285,-0.3
2.285,-0.28
2.285,-0.26
2.285,-0.24
2.285,-0.22
2.285,-0.2
2.285,-0.18
2.285,-0.16
2.285,-0.14
2.285,-0.12
2.285,-0.1
2.285,0.1
2.285,0.12
2.285,0.14
2.285,0.16
2.285,0.18
2.285,0.2
2.285,0.22
2.285,0.24
2.285,0.26
2.285,0.28
2.285,0.3
2.285,0.32
2.285,0.34
2.285,0.36
2.285,0.38
2.285,0.4
2.285,0.42
2.285,0.44
2.285,0.46
2.285,0.48
2.285,0.5
2.285,0.52
2.285,0.54
2.285,0.56
2.285,0.58
2.285,0.6
2.285,0.62
2.285,0.64
2.285,0.66
2.285,0.68
2.285,0.7
2.285,0.72
2.285,0.74
2.285,0.76
2.285,0.78
2.285,0.8
2.285,0.82
2.285,0.84
2.285,0.86
2.285,0.88
2.33,-0.9
2.33,-0.88
2.33,-0.86
2.33,-0.84
2.33,-0.82
2.33,-0.8
2.33,-0.78
2.33,-0.76
2.33,-0.74
2.33,-0.72
2.33,-0.7
2.33,-0.68
2.33,-0.66
2.33,-0.64
2.33,-0.62
2.33,-0.6
2.33,-0.58
2.33,-0.56
2.33,-0.54
2.33,-0.52
2.33,-0.5
2.33,-0.48
2.33,-0.46
2.33,-0.44
2.33,-0.42
2.33,-0.4
2.33,-0.38
2.33,-0.36
2.33,-0.34
2.33,-0.32
2.33,-0.3
2.33,-0.28
2.33,-0.26
2.33,-0.24
2.33,-0.22
2.33,-0.2
2.33,-0.18
2.33,-0.16
2.33,-0.14
2.33,-0.12
2.33,-0.1
2.33,0.1
2.33,0.12
2.33,0.14
2.33,0.16
2.33,0.18
2.33,0.2
2.33,0.22
2.33,0.24
2.33,0.26
2.33,0.28
2.33,0.3
2.33,0.32
2.33,0.34
2.33,0.36
2.33,0.38
2.33,0.4
2.33,0.42
2.33,0.44
2.33,0.46
2.33,0.48
2.33,0.5
2.33,0.52
2.33,0.54
2.33,0.56
2.33,0.58
2.33,0.6
2.33,0.62
2.33,0.64
2.33,0.66
2.33,0.68
2.33,0.7
2.33,0.72
2.33,0.74
2.33,0.76
2.33,0.78
2.33,0.8
2.33,0.82
2.33,0.84
2.33,0.86
2.33,0.88
2.375,-0.9
2.375,-0.88
2.375,-0.86
2.375,-0.84
2.375,-0.82
2.375,-0.8
2.375,-0.78
2.375,-0.76
2.375,-0.74
2.375,-0.72
2.375,-0.7
2.375,-0.68
2.375,-0.66
2.375,-0.64
2.375,-0.62
2.375,-0.6
2.375,-0.58
2.375,-0.56
2.375,-0.54
2.375,-0.52
2.375,-0.5
2.375,-0.48
2.375,-0.46
2.375,-0.44
2.375,-0.42
2.375,-0.4
2.375,-0.38
2.375,-0.36
2.375,-0.34
2.375,-0.32
2.375,-0.3
2.375,-0.28
2.375,-0.26
2.375,-0.24
2.375,-0.22
2.375,-0.2
2.375,-0.18
2.375,-0.16
2.375,-0.14
2.375,-0.12
2.375,-0.1
2.375,0.1
2.375,0.12
2.375,0.14
2.375,0.16
2.375,0.18
2.375,0.2
2.375,0.22
2.375,0.24
2.375,0.26
2.375,0.28
2.375,0.3
2.375,0.32
2.375,0.34
2.375,0.36
2.375,0.38
2.375,0.4
2.375,0.42
2.375,0.44
2.375,0.46
2.375,0.48
2.375,0.5
2.375,0.52
2.375,0.54
2.375,0.56
2.375,0.58
2.375,0.6
2.375,0.62
2.375,0.64
2.375,0.66
2.375,0.68
2.375,0.7
2.375,0.72
2.375,0.74
2.375,0.76
2.375,0.78
2.375,0.8
2.375,0.82
2.375,0.84
2.375,0.86
2.375,0.88
2.42,-0.9
2.42,-0.88
2.42,-0.86
2.42,-0.84
2.42,-0.82
2.42,-0.8
2.42,-0.78
2.42,-0.76
2.42,-0.74
2.42,-0.72
2.42,-0.7
2.42,-0.68
2.42,-0.66
2.42,-0.64
2.42,-0.62
2.42,-0.6
2.42,-0.58
2.42,-0.56
2.42,-0.54
2.42,-0.52
2.42,-0.5
2.42,-0.48
2.42,-0.46
2.42,-0.44
2.42,-0.42
2.42,-0.4
2.42,-0.38
2.42,-0.36
2.42,-0.34
2.42,-0.32
2.42,-0.3
2.42,-0.28
2.42,-0.26
2.42,-0.24
2.42,-0.22
2.42,-0.2
2.42,-0.18
2.42,-0.16
2.42,-0.14
2.42,-0.12
2.42,-0.1
2.42,0.1
2.42,0.12
2.42,0.14
2.42,0.16
2.42,0.18
2.42,0.2
2.42,0.22
2.42,0.24
2.42,0.26
2.42,0.28
2.42,0.3
2.42,0.32
2.42,0.34
2.42,0.36
2.42,0.38
2.42,0.4
2.42,0.42
2.42,0.44
2.42,0.46
2.42,0.48
2.42,0.5
2.42,0.52
2.42,0.54
2.42,0.56
2.42,0.58
2.42,0.6
2.42,0.62
2.42,0.64
2.42,0.66
2.42,0.68
2.42,0.7
2.42,0.72
2.42,0.74
2.42,0.76
2.42,0.78
2.42,0.8
2.42,0.82
2.42,0.84
2.42,0.86
2.42,0.88
2.465,-0.9
2.465,-0.88
2.465,-0.86
2.465,-0.84
2.465,-0.82
2.465,-0.8
2.465,-0.78
2.465,-0.76
2.465,-0.74
2.465,-0.72
2.465,-0.7
2.465,-0.68
2.465,-0.66
2.465,-0.64
2.465,-0.62
2.465,-0.6
2.465,-0.58
2.465,-0.56
2.465,-0.54
2.465,-0.52
2.465,-0.5
2.465,-0.48
2.465,-0.46
2.465,-0.44
2.465,-0.42
2.465,-0.4
2.465,-0.38
2.465,-0.36
2.465,-0.34
2.465,-0.32
2.465,-0.3
2.465,-0.28
2.465,-0.26
2.465,-0.24
2.465,-0.22
2.465,-0.2
2.465,-0.18
2.465,-0.16
2.465,-0.14
2.465,-0.12
2.465,-0.1
2.465,0.1
2.465,0.12
2.465,0.14
2.465,0.16
2.465,0.18
2.465,0.2
2.465,0.22
2.465,0.24
2.465,0.26
2.465,0.28
2.465,0.3
2.465,0.32
2.465,0.34
2.465,0.36
2.465,0.38
2.465,0.4
2.465,0.42
2.465,0.44
2.465,0.46
2.465,0.48
2.465,0.5
2.465,0.52
2.465,0.54
2.465,0.56
2.465,0.58
2.465,0.6
2.465,0.62
2.465,0.64
2.465,0.66
2.465,0.68
2.465,0.7
2.465,0.72
2.465,0.74
2.465,0.76
2.465,0.78
2.465,0.8
2.465,0.82
2.465,0.84
2.465,0.86
2.465,0.88
2.51,-0.9
2.51,-0.88
2.51,-0.86
2.51,-0.84
2.51,-0.82
2.51,-0.8
2.51,-0.78
2.51,-0.76
2.51,-0.74
2.51,-0.72
2.51,-0.7
2.51,-0.68
2.51,-0.66
2.51,-0.64
2.51,-0.62
2.51,-0.6
2.51,-0.58
2.51,-0.56
2.51,-0.54
2.51,-0.52
2.51,-0.5
2.51,-0.48
2.51,-0.46
2.51,-0.44
2.51,-0.42
2.51,-0.4
2.51,-0.38
2.51,-0.36
2.51,-0.34
2.51,-0.32
2.51,-0.3
2.51,-0.28
2.51,-0.26
2.51,-0.24
2.51,-0.22
2.51,-0.2
2.51,-0.18
2.51,-0.16
2.51,-0.14
2.51,-0.12
2.51,-0.1
2.51,0.1
2.51,0.12
2.51,0.14
2.51,0.16
2.51,0.18
2.51,0.2
2.51,0.22
2.51,0.24
2.51,0.26
2.51,0.28
2.51,0.3
2.51,0.32
2.51,0.34
2.51,0.36
2.51,0.38
2.51,0.4
2.51,0.42
2.51,0.44
2.51,0.46
2.51,0.48
2.51,0.5
2.51,0.52
2.51,0.54
2.51,0.56
2.51,0.58
2.51,0.6
2.51,0.62
2.51,0.64
2.51,0.66
2.51,0.68
2.51,0.7
2.51,0.72
2.51,0.74
2.51,0.76
2.51,0.78
2.51,0.8
2.51,0.82
2.51,0.84
2.51,0.86
2.51,0.88
2.555,-0.9
2.555,-0.88
2.555,-0.86
2.555,-0.84
2.555,-0.82
2.555,-0.8
2.555,-0.78
2.555,-0.76
2.555,-0.74
2.555,-0.72
2.555,-0.7
2.555,-0.68
2.555,-0.66
2.555,-0.64
2.555,-0.62
2.555,-0.6
2.555,-0.58
2.555,-0.56
2.555,-0.54
2.555,-0.52
2.555,-0.5
2.555,-0.48
2.555,-0.46
2.555,-0.44
2.555,-0.42
2.555,-0.4
2.555,-0.38
2.555,-0.36
2.555,-0.34
2.555,-0.32
2.555,-0.3
2.555,-0.28
2.555,-0.26
2.555,-0.24
2.555,-0.22
2.555,-0.2
2.555,-0.18
2.555,-0.16
2.555,-0.14
2.555,-0.12
2.555,-0.1
2.555,0.1
2.555,0.12
2.555,0.14
2.555,0.16
2.555,0.18
2.555,0.2
2.555,0.22
2.555,0.24
2.555,0.26
2.555,0.28
2.555,0.3
2.555,0.32
2.555,0.34
2.555,0.36
2.555,0.38
2.555,0.4
2.555,0.42
2.555,0.44
2.555,0.46
2.555,0.48
2.555,0.5
2.555,0.52
2.555,0.54
2.555,0.56
2.555,0.58
2.555,0.6
2.555,0.62
2.555,0.64
2.555,0.66
2.555,0.68
2.555,0.7
2.555,0.72
2.555,0.74
2.555,0.76
2.555,0.78
2.555,0.8
2.555,0.82
2.555,0.84
2.555,0.86
2.555,0.88
2.6,-0.9
2.6,-0.88
2.6,-0.86
2.6,-0.84
2.6,-0.82
2.6,-0.8
2.6,-0.78
2.6,-0.76
2.6,-0.74
2.6,-0.72
2.6,-0.7
2.6,-0.68
2.6,-0.66
2.6,-0.64
2.6,-0.62
2.6,-0.6
2.6,-0.58
2.6,-0.56
2.6,-0.54
2.6,-0.52
2.6,-0.5
2.6,-0.48
2.6,-0.46
2.6,-0.44
2.6,-0.42
2.6,-0.4
2.6,-0.38
2.6,-0.36
2.6,-0.34
2.6,-0.32
2.6,-0.3
2.6,-0.28
2.6,-0.26
2.6,-0.24
2.6,-0.22
2.6,-0.2
2.6,-0.18
2.6,-0.16
2.6,-0.14
2.6,-0.12
2.6,-0.1
2.6,0.1
2.6,0.12
2.6,0.14
2.6,0.16
2.6,0.18
2.6,0.2
2.6,0.22
2.6,0.24
2.6,0.26
2.6,0.28
2.6,0.3
2.6,0.32
2.6,0.34
2.6,0.36
2.6,0.38
2.6,0.4
2.6,0.42
2.6,0.44
2.6,0.46
2.6,0.48
2.6,0.5
2.6,0.52
2.6,0.54
2.6,0.56
2.6,0.58
2.6,0.6
2.6,0.62
2.6,0.64
2.6,0.66
2.6,0.68
2.6,0.7
2.6,0.72
2.6,0.74
2.6,0.76
2.6,0.78
2.6,0.8
2.6,0.82
2.6,0.84
2.6,0.86
2.6,0.88
2.645,-0.9
2.645,-0.88
2.645,-0.86
2.645,-0.84
2.645,-0.82
2.645,-0.8
2.645,-0.78
2.645,-0.76
2.645,-0.74
2.645,-0.72
2.645,-0.7
2.645,-0.68
2.645,-0.66
2.645,-0.64
2.645,-0.62
2.645,-0.6
2.645,-0.58
2.645,-0.56
2.645,-0.54
2.645,-0.52
2.645,-0.5
2.645,-0.48
2.645,-0.46
2.645,-0.44
2.645,-0.42
2.645,-0.4
2.645,-0.38
2.645,-0.36
2.645,-0.34
2.645,-0.32
2.645,-0.3
2.645,-0.28
2.645,-0.26
2.645,-0.24
2.645,-0.22
2.645,-0.2
2.645,-0.18
2.645,-0.16
2.645,-0.14
2.645,-0.12
2.645,-0.1
2.645,0.1
2.645,0.12
2.645,0.14
2.645,0.16
2.645,0.18
2.645,0.2
2.645,0.22
2.645,0.24
2.645,0.26
2.645,0.28
2.645,0.3
2.645,0.32
2.645,0.34
2.645,0.36
2.645,0.38
2.645,0.4
2.645,0.42
2.645,0.44
2.645,0.46
2.645,0.48
2.645,0.5
2.645,0.52
2.645,0.54
2.645,0.56
2.645,0.58
2.645,0.6
2.645,0.62
2.645,0.64
2.645,0.66
2.645,0.68
2.645,0.7
2.645,0.72
2.645,0.74
2.645,0.76
2.645,0.78
2.645,0.8
2.645,0.82
2.645,0.84
2.645,0.86
2.645,0.88
2.69,-0.9
2.69,-0.88
2.69,-0.86
2.69,-0.84
2.69,-0.82
2.69,-0.8
2.69,-0.78
2.69,-0.76
2.69,-0.74
2.69,-0.72
2.69,-0.7
2.69,-0.68
2.69,-0.66
2.69,-0.64
2.69,-0.62
2.69,-0.6
2.69,-0.58
2.69,-0.56
2.69,-0.54
2.69,-0.52
2.69,-0.5
2.69,-0.48
2.69,-0.46
2.69,-0.44
2.69,-0.42
2.69,-0.4
2.69,-0.38
2.69,-0.36
2.69,-0.34
2.69,-0.32
2.69,-0.3
2.69,-0.28
2.69,-0.26
2.69,-0.24
2.69,-0.22
2.69,-0.2
2.69,-0.18
2.69,-0.16
2.69,-0.14
2.69,-0.12
2.69,-0.1
2.69,0.1
2.69,0.12
2.69,0.14
2.69,0.16
2.69,0.18
2.69,0.2
2.69,0.22
2.69,0.24
2.69,0.26
2.69,0.28
2.69,0.3
2.69,0.32
2.69,0.34
2.69,0.36
2.69,0.38
2.69,0.4
2.69,0.42
2.69,0.44
2.69,0.46
2.69,0.48
2.69,0.5
2.69,0.52
2.69,0.54
2.69,0.56
2.69,0.58
2.69,0.6
2.69,0.62
2.69,0.64
2.69,0.66
2.69,0.68
2.69,0.7
2.69,0.72
2.69,0.74
2.69,0.76
2.69,0.78
2.69,0.8
2.69,0.82
2.69,0.84
2.69,0.86
2.69,0.88
2.735,-0.9
2.735,-0.88
2.735,-0.86
2.735,-0.84
2.735,-0.82
2.735,-0.8
2.735,-0.78
2.735,-0.76
2.735,-0.74
2.735,-0.72
2.735,-0.7
2.735,-0.68
2.735,-0.66
2.735,-0.64
2.735,-0.62
2.735,-0.6
2.735,-0.58
2.735,-0.56
2.735,-0.54
2.735,-0.52
2.735,-0.5
2.735,-0.48
2.735,-0.46
2.735,-0.44
2.735,-0.42
